seed,intervention_i,intervention_j,interaction_lower,interaction_upper,interaction_mean
100,repeat_cap,explore_slot,-0.0215330608410364,-0.0194903888532127,-0.0204666830934734
100,repeat_cap,tail_slot,-0.0147666233655856,-0.0124745328631355,-0.0136510057017892
100,repeat_cap,diversify,0.0004061603075821,0.0026970672781674,0.001522226601015
100,repeat_cap,novel_slot,-0.0140186226575455,-0.0027455190897606,-0.00929228791731
100,repeat_cap,provider_balance,-0.0028521263512791,0.0006719968000967,-0.0008585512065953
100,explore_slot,tail_slot,-0.0007490975943319,0.0008291612821755,-0.0002364562944052
100,explore_slot,diversify,-0.0034097537323908,-0.0029913638094205,-0.0031773738151096
100,explore_slot,novel_slot,-0.0017245687729985,4.279425619404674e-06,-0.0008713778199133
100,explore_slot,provider_balance,-0.0030367925953095,-0.0015326370943435,-0.0023272353641431
100,tail_slot,diversify,-0.0042329739631044,-0.0026330863400923,-0.0031951718434925
100,tail_slot,novel_slot,-0.0054819296810891,-0.0024886163650294,-0.0038680666628223
100,tail_slot,provider_balance,-0.0088647915584492,-0.0042445549983284,-0.0073516413533687
100,diversify,novel_slot,0.0010186851182394,0.0019483162877092,0.0015303951023775
100,diversify,provider_balance,0.0014166723098429,0.0024777696663715,0.0018836368123374
100,novel_slot,provider_balance,0.000950789765597,0.0047334304292817,0.0035005632746347
101,repeat_cap,explore_slot,-0.0216497567886856,-0.0188433777745654,-0.020335589143142
101,repeat_cap,tail_slot,-0.0154582572570656,-0.0128988927696343,-0.0145321223102114
101,repeat_cap,diversify,-0.0006824156594343,0.0008202267158851,0.0003906869475696
101,repeat_cap,novel_slot,-0.0151893233420717,-0.0069772710063177,-0.0111637074944415
101,repeat_cap,provider_balance,-0.0074521695641218,0.0014248700283343,-0.0010705210384335
101,explore_slot,tail_slot,-0.0001306405355986,0.0007102631751612,0.0003974992931195
101,explore_slot,diversify,-0.0033071850737743,-0.0028141786438506,-0.0030167575250987
101,explore_slot,novel_slot,-0.0013670703911397,0.0003539777908918,-0.0004958702159391
101,explore_slot,provider_balance,-0.003744297352711,-0.0023008626865187,-0.0029491409460237
101,tail_slot,diversify,-0.0032280503468965,-0.0017230346504937,-0.0024557427832919
101,tail_slot,novel_slot,-0.0039492626319637,-0.0013556019009447,-0.0031102637412179
101,tail_slot,provider_balance,-0.0097339743965176,-0.0047581606714428,-0.0080513323482852
101,diversify,novel_slot,0.0009047039768416,0.0037533313925145,0.0021123023488822
101,diversify,provider_balance,0.0006057000724667,0.0041277755169972,0.0019859887385011
101,novel_slot,provider_balance,0.002797749181997,0.006032899593639,0.0039495544200867
102,repeat_cap,explore_slot,-0.0213365559533878,-0.0198838866206572,-0.020802052655544
102,repeat_cap,tail_slot,-0.0163428887582072,-0.011670976269926,-0.0139162125600671
102,repeat_cap,diversify,0.000452896766427,0.0026851643451737,0.0012251651628772
102,repeat_cap,novel_slot,-0.0175003975417957,-0.0074342748977579,-0.0121717662674597
102,repeat_cap,provider_balance,-0.0009532318053337,0.0022087591934535,0.0008326009344245
102,explore_slot,tail_slot,-0.0004783278117829,0.0005702602039264,7.621199210181766e-05
102,explore_slot,diversify,-0.0036055631132996,-0.0026390099666249,-0.0030996729283671
102,explore_slot,novel_slot,-0.0006307657420283,0.0004248414671914,-0.0002663715712007
102,explore_slot,provider_balance,-0.0032286242898495,-0.0011887888238349,-0.0022794253015816
102,tail_slot,diversify,-0.0028424887863142,-0.0011867967306464,-0.0022316780613406
102,tail_slot,novel_slot,-0.0035375194414001,-0.002353511228049,-0.002909410948755
102,tail_slot,provider_balance,-0.0126249259176278,-0.0041388786214604,-0.0081471764088072
102,diversify,novel_slot,0.0001372229224861,0.0022489512379456,0.0011915128046177
102,diversify,provider_balance,0.0007790338627755,0.0030884083623487,0.0020059818340385
102,novel_slot,provider_balance,0.0007314019477685,0.0067322337689265,0.0029222801601163
103,repeat_cap,explore_slot,-0.0203424613733767,-0.0201761389972755,-0.0202752351350144
103,repeat_cap,tail_slot,-0.0159657333953808,-0.0135242795217244,-0.0146157087324432
103,repeat_cap,diversify,-0.0006438670106467,0.0003201518256397,-0.0002706092382828
103,repeat_cap,novel_slot,-0.0116283425534476,-0.0089917375308695,-0.0103093388162253
103,repeat_cap,provider_balance,-0.0020115959453474,0.0033360828261825,0.0014265400245527
103,explore_slot,tail_slot,-0.0010716203550012,0.0002363805553833,-0.0004175131182494
103,explore_slot,diversify,-0.0028298220844658,-0.0026992519217634,-0.0027627688861685
103,explore_slot,novel_slot,-0.0011820248148512,-0.0006367951390454,-0.0008915864124034
103,explore_slot,provider_balance,-0.0033087850022065,-0.0019334799639121,-0.0027173166755023
103,tail_slot,diversify,-0.0034439329679309,-0.0015452850453582,-0.0026720672985695
103,tail_slot,novel_slot,-0.0043399557451398,-0.0028499410378295,-0.0035333817662577
103,tail_slot,provider_balance,-0.0119454313225639,-0.0050733553002245,-0.0078055050466103
103,diversify,novel_slot,0.0007053688763064,0.0022222235933053,0.001321759632091
103,diversify,provider_balance,0.000198796684656,0.0035380888335219,0.0018326086107466
103,novel_slot,provider_balance,0.0012236286178846,0.0052419731393682,0.0032358171713651
104,repeat_cap,explore_slot,-0.0207719122906289,-0.0186378698115279,-0.0201508004730464
104,repeat_cap,tail_slot,-0.0158928256974817,-0.0139706164872193,-0.0153790705201244
104,repeat_cap,diversify,0.0009690599689494,0.0032988991728913,0.001810729142757
104,repeat_cap,novel_slot,-0.0157885297765538,-0.0108762636920479,-0.012661256392386
104,repeat_cap,provider_balance,-0.0024416765209567,0.004081991231959,0.0008141334466661
