point_id,seed,intervention_i,intervention_j,interaction_lower,interaction_upper,interaction_mean
baseline,42,repeat_cap,explore_slot,-0.021310981496759248,-0.019210310590207568,-0.020498784416250745
baseline,42,repeat_cap,tail_slot,-0.01685202892520131,-0.010816247699612166,-0.013714791809663026
baseline,42,repeat_cap,diversify,-0.0004986837769154869,0.0032807080415303675,0.0014554909648263588
baseline,42,repeat_cap,novel_slot,-0.013059764128134407,-0.005904035064222371,-0.008634713621249346
baseline,42,repeat_cap,provider_balance,4.50781180395349e-06,0.0013570344854641973,0.0007911843304972431
baseline,42,explore_slot,tail_slot,-0.0009014884836699984,0.001297174756213449,0.00033634249434707857
baseline,42,explore_slot,diversify,-0.0035656671104383414,-0.0031043139923882627,-0.0033437261870668247
baseline,42,explore_slot,novel_slot,-0.0010527948454712758,2.2624750365044573e-05,-0.0005463342200939741
baseline,42,explore_slot,provider_balance,-0.0029265824765859517,-0.001771256099174635,-0.002353074236277671
baseline,42,tail_slot,diversify,-0.0044864824872542725,-0.0030822255761610113,-0.003538734613567679
baseline,42,tail_slot,novel_slot,-0.004219303544287224,-0.0010240303856958342,-0.0030597807627956164
baseline,42,tail_slot,provider_balance,-0.008981331215222915,-0.004409436996007936,-0.007400832729873199
baseline,42,diversify,novel_slot,0.000701499377156696,0.0014894654101407414,0.0011769076357376115
baseline,42,diversify,provider_balance,0.0006083273869617767,0.0028037508811730913,0.0019726392130496916
baseline,42,novel_slot,provider_balance,0.0020698676636761084,0.0055014143842330955,0.004042878631767141
baseline,43,repeat_cap,explore_slot,-0.02197578399106506,-0.01775311812245439,-0.020402710115330014
baseline,43,repeat_cap,tail_slot,-0.016533448391048727,-0.014336161068071297,-0.015779076992283612
baseline,43,repeat_cap,diversify,-0.00045639757945672,0.001270501542438292,0.0005222745819459014
baseline,43,repeat_cap,novel_slot,-0.01428396643169906,-0.0078004110035592355,-0.010978805729883724
baseline,43,repeat_cap,provider_balance,-0.005044809699106402,0.0022141087722477378,-0.00039637682229160296
baseline,43,explore_slot,tail_slot,-0.0007323444052538051,0.0022969082041484072,0.0004721825027064891
baseline,43,explore_slot,diversify,-0.003781862512091802,-0.0030172325742007186,-0.003324983562833162
baseline,43,explore_slot,novel_slot,-0.0010363854120257355,0.002210196731677892,0.00022020436018123477
baseline,43,explore_slot,provider_balance,-0.003649259109115063,-0.00258762744562421,-0.0030680031697842263
baseline,43,tail_slot,diversify,-0.0037376616924997344,-0.0021701059840480846,-0.003010762594258045
baseline,43,tail_slot,novel_slot,-0.004125988492925716,-0.0011191045993479139,-0.0026752181986319833
baseline,43,tail_slot,provider_balance,-0.010841837456973674,-0.0056872144022205905,-0.0073469174728449955
baseline,43,diversify,novel_slot,-0.00015907772080693512,0.0016744699064995222,0.0008007042503664928
baseline,43,diversify,provider_balance,0.001463892028297713,0.0029455071545940945,0.0018967017446689337
baseline,43,novel_slot,provider_balance,9.9272422607906e-06,0.005290532836291017,0.002785732255620614
baseline,44,repeat_cap,explore_slot,-0.020965939872617804,-0.019007106918586276,-0.020255492353567488
baseline,44,repeat_cap,tail_slot,-0.01657801022420734,-0.014012786942067174,-0.015047204663740764
baseline,44,repeat_cap,diversify,-0.000506389213741026,0.002142149986992351,0.00048175128046023695
baseline,44,repeat_cap,novel_slot,-0.015164446404532373,-0.00669734371045023,-0.01127817303306617
baseline,44,repeat_cap,provider_balance,0.00010529602707639573,0.003124127638944013,0.0010720718444851532
baseline,44,explore_slot,tail_slot,-0.0018386279639174149,0.0015592354233084495,-5.9858740088296726e-05
baseline,44,explore_slot,diversify,-0.0037939970015612038,-0.0017164595363404994,-0.0028250561008573817
baseline,44,explore_slot,novel_slot,-0.001603255630510171,0.00019739051251024776,-0.0005432692756518221
baseline,44,explore_slot,provider_balance,-0.002763397414355552,-0.0017486971885924735,-0.0022521152862119216
baseline,44,tail_slot,diversify,-0.002993154302351725,-0.0017078090381081005,-0.002234142121123901
baseline,44,tail_slot,novel_slot,-0.0038297660790060804,-0.0021068207715888953,-0.0029783778852220592
baseline,44,tail_slot,provider_balance,-0.009328387062525045,-0.006756296545236022,-0.007858584848888881
baseline,44,diversify,novel_slot,-0.00024154200013589355,0.0013636956640289152,0.000831734304227897
baseline,44,diversify,provider_balance,0.0016486647457340307,0.00342551925997959,0.0026414910068729017
baseline,44,novel_slot,provider_balance,0.001059021047704079,0.0035490786259462143,0.002418023172771744
baseline,45,repeat_cap,explore_slot,-0.022101554295984368,-0.01926406742246005,-0.02061377282768559
baseline,45,repeat_cap,tail_slot,-0.015253138213027147,-0.013094219345108375,-0.014089199969903713
baseline,45,repeat_cap,diversify,9.721346338102893e-05,0.001602624839163984,0.0007529530946160888
baseline,45,repeat_cap,novel_slot,-0.01355109093419421,-0.007174101918860355,-0.011550561035196128
baseline,45,repeat_cap,provider_balance,-0.0009744766422016208,0.002951482108872852,0.0003799011197358747
baseline,45,explore_slot,tail_slot,-0.0006093132762432812,0.0003172484517574986,-0.00026630996307559714
baseline,45,explore_slot,diversify,-0.0042682681460326855,-0.0019437457480746176,-0.003231165861116086
baseline,45,explore_slot,novel_slot,-0.0007449368924383636,0.000209972478893238,-0.000355422749320015
baseline,45,explore_slot,provider_balance,-0.003417726259327333,-0.0024301143499914153,-0.0031292424670219723
baseline,45,tail_slot,diversify,-0.004290714414906576,-0.0015611019927594518,-0.0029811320733372443
baseline,45,tail_slot,novel_slot,-0.0042447329926456525,-0.0022160618812783867,-0.003151666124573148
baseline,45,tail_slot,provider_balance,-0.009626942329125157,-0.007848543217404155,-0.008494444260981959
baseline,45,diversify,novel_slot,-0.00036915787299363214,0.002060993574099895,0.0013440972271170297
baseline,45,diversify,provider_balance,0.0019130397098513227,0.003345205459615671,0.002661865366813691
baseline,45,novel_slot,provider_balance,0.0019719179219248096,0.0035607103027289434,0.002812191428171173
baseline,46,repeat_cap,explore_slot,-0.020710463404530043,-0.018471593456539225,-0.019868680719847723
baseline,46,repeat_cap,tail_slot,-0.01479981749364633,-0.013908843955539074,-0.014347902038475581
baseline,46,repeat_cap,diversify,-0.0007672948839185795,0.0020340619456527824,0.000762099163169119
baseline,46,repeat_cap,novel_slot,-0.015026281565595209,-0.011779165301929592,-0.013463936954566262
baseline,46,repeat_cap,provider_balance,-0.0004923643577183049,0.003680516983198219,0.002060083456308811
baseline,46,explore_slot,tail_slot,-0.0008739107141654546,-0.00023407953731539237,-0.00046711052057631585
baseline,46,explore_slot,diversify,-0.0033570784327991293,-0.002389430991203132,-0.002832063708888866
baseline,46,explore_slot,novel_slot,-0.0015094674858635452,-0.0005416266393856099,-0.000970362574976718
baseline,46,explore_slot,provider_balance,-0.003141004872768452,-0.001853273204032646,-0.0025663218271637558
baseline,46,tail_slot,diversify,-0.003295464124001734,-0.0014797479262402581,-0.0024580985870026255
baseline,46,tail_slot,novel_slot,-0.0035099940479578237,-0.0015675097567507358,-0.0029610339664377225
baseline,46,tail_slot,provider_balance,-0.009454100915920452,-0.0049679594327693725,-0.007488897623864734
baseline,46,diversify,novel_slot,0.0009494806049780683,0.001605003584380621,0.0011198371718888855
baseline,46,diversify,provider_balance,0.001360888034974144,0.003079338294393015,0.0022327732978749994
baseline,46,novel_slot,provider_balance,0.0013265935799282123,0.0038726939917693957,0.002486314774568462
lhs-001,42,repeat_cap,explore_slot,0.004783155130978201,0.00652340990336954,0.0056742849041291725
lhs-001,42,repeat_cap,tail_slot,0.006732823171261904,0.009663762968425827,0.007915593296408873
lhs-001,42,repeat_cap,diversify,-0.001142050412030979,-0.0001691177907397909,-0.0007794495044624677
lhs-001,42,repeat_cap,novel_slot,0.002719030826315607,0.006650654514868027,0.004678889505526559
lhs-001,42,repeat_cap,provider_balance,-0.011015492483368344,-0.0058848730987799466,-0.008275676865504854
lhs-001,42,explore_slot,tail_slot,-0.0059460000599804285,-0.002936963209398283,-0.0040306934045466
lhs-001,42,explore_slot,diversify,-0.006080303733822547,-0.004869228643139572,-0.00557275913879743
lhs-001,42,explore_slot,novel_slot,-0.006973618330960198,-0.0020380672038371197,-0.004304123881194697
lhs-001,42,explore_slot,provider_balance,-0.006129324643929382,-0.003344571169681251,-0.004822777708667081
lhs-001,42,tail_slot,diversify,-0.0015342370316484815,-0.00026051657582117907,-0.0010584335729508384
lhs-001,42,tail_slot,novel_slot,-0.01410515609195975,-0.008258932293905216,-0.010652558229913562
lhs-001,42,tail_slot,provider_balance,-0.012033529124933835,-0.007802036590994739,-0.010061163950292468
lhs-001,42,diversify,novel_slot,0.0038168088117457918,0.004604682521462559,0.004277511006064603
lhs-001,42,diversify,provider_balance,0.004661957914862689,0.005956702516077305,0.00517943237018305
lhs-001,42,novel_slot,provider_balance,0.005920044259008321,0.008281570204542364,0.007189294017023572
lhs-001,43,repeat_cap,explore_slot,0.0042765206141334436,0.006461377320959872,0.0053476600294906544
lhs-001,43,repeat_cap,tail_slot,0.004346349992163459,0.008550533541336879,0.006567203709481911
lhs-001,43,repeat_cap,diversify,-0.0012894608310441147,-3.478121908308355e-05,-0.0006873602512662482
lhs-001,43,repeat_cap,novel_slot,0.003659861409534166,0.006347103491821077,0.004865026848661832
lhs-001,43,repeat_cap,provider_balance,-0.010022409894129114,-0.007705762038531351,-0.008727062486345149
lhs-001,43,explore_slot,tail_slot,-0.005499657492088166,-0.00024740390642497326,-0.0034533197435289683
lhs-001,43,explore_slot,diversify,-0.006435727644264294,-0.005169877448045103,-0.005738284443566688
lhs-001,43,explore_slot,novel_slot,-0.006273114538006008,-0.00013059893902225709,-0.0035558803523707996
lhs-001,43,explore_slot,provider_balance,-0.005806368570052174,-0.00452111864614226,-0.0051863069505164675
lhs-001,43,tail_slot,diversify,-0.0016619683894924173,-0.0009959669199274953,-0.001330835159767321
lhs-001,43,tail_slot,novel_slot,-0.012766540301917692,-0.008207467385527195,-0.01061878364684263
lhs-001,43,tail_slot,provider_balance,-0.012419627054672366,-0.0076761834764598625,-0.00913682451568249
lhs-001,43,diversify,novel_slot,0.001887575784691992,0.005147914938987646,0.0034040200216331746
lhs-001,43,diversify,provider_balance,0.0038232223015027857,0.005350667069690612,0.004644196569136125
lhs-001,43,novel_slot,provider_balance,0.007138078318825312,0.01034652173300639,0.008418084866461468
lhs-001,44,repeat_cap,explore_slot,0.004692435365876653,0.0066557345983016625,0.005520775643187689
lhs-001,44,repeat_cap,tail_slot,0.005280882745244837,0.008291559821080286,0.006818121463133681
lhs-001,44,repeat_cap,diversify,-0.002654543735914955,0.0008385334815991469,-0.0012122981236363658
lhs-001,44,repeat_cap,novel_slot,0.0023179968961111906,0.007031545104144224,0.004643677095155074
lhs-001,44,repeat_cap,provider_balance,-0.011304834994670623,-0.007261092898047246,-0.00945704012970079
lhs-001,44,explore_slot,tail_slot,-0.005826359479038505,-0.0035821669506851768,-0.005145700448964057
lhs-001,44,explore_slot,diversify,-0.007132988668807026,-0.004828350814151975,-0.005480152386434585
lhs-001,44,explore_slot,novel_slot,-0.006382960400552586,-0.0030103044473072356,-0.005134129091631319
lhs-001,44,explore_slot,provider_balance,-0.005284668403124878,-0.004076569645580577,-0.004563961060050787
lhs-001,44,tail_slot,diversify,-0.0012581571243009424,0.00042742523420289703,-0.0003565523860019066
lhs-001,44,tail_slot,novel_slot,-0.012290417998534225,-0.010228508430236658,-0.011285274690310912
lhs-001,44,tail_slot,provider_balance,-0.011491399277609421,-0.007927866093164784,-0.009400912960426566
lhs-001,44,diversify,novel_slot,0.002262180647911611,0.005412753459319384,0.004277682906404963
lhs-001,44,diversify,provider_balance,0.004613690413931618,0.005838110615647499,0.005193355698085765
lhs-001,44,novel_slot,provider_balance,0.00716508054150699,0.010082590341729874,0.00831719542974987
lhs-001,45,repeat_cap,explore_slot,0.004520954852353987,0.006089488272874709,0.005261244875093715
lhs-001,45,repeat_cap,tail_slot,0.004478844363849277,0.008965590413220778,0.006715634910751111
lhs-001,45,repeat_cap,diversify,-0.0015494294532024033,-0.0004565033641831192,-0.0009423464585012736
lhs-001,45,repeat_cap,novel_slot,0.003293789700833996,0.006547671925369703,0.004542271343678962
lhs-001,45,repeat_cap,provider_balance,-0.012108251176404981,-0.007498894005139986,-0.009611790616012153
lhs-001,45,explore_slot,tail_slot,-0.004916701044455354,-0.002281832012853559,-0.00384089292991589
lhs-001,45,explore_slot,diversify,-0.00614389227324104,-0.004412878793271937,-0.0054094325602844955
lhs-001,45,explore_slot,novel_slot,-0.004877963743955408,-0.003005837591927003,-0.0038888337655050183
lhs-001,45,explore_slot,provider_balance,-0.0058544188399256404,-0.005187427185624348,-0.005536085424436641
lhs-001,45,tail_slot,diversify,-0.0016976237096382014,-0.0006798662137247234,-0.0012303803546574704
lhs-001,45,tail_slot,novel_slot,-0.012293754809836407,-0.008620246504948009,-0.010185934313808183
lhs-001,45,tail_slot,provider_balance,-0.014007691323939055,-0.00759663381717137,-0.010219800919895718
lhs-001,45,diversify,novel_slot,0.002884548290903353,0.00402794337100888,0.0032849828632282485
lhs-001,45,diversify,provider_balance,0.004331757736757913,0.007218281162241336,0.005374690813718202
lhs-001,45,novel_slot,provider_balance,0.007909027181461243,0.00931404814517689,0.008854265606802983
lhs-001,46,repeat_cap,explore_slot,0.004201890232448238,0.006352765140784773,0.0052944358582470465
lhs-001,46,repeat_cap,tail_slot,0.005608125945358611,0.009820722779678118,0.00731236490279096
